FEATURE_ID,GEO_CODE,GEO_CODE_CLEAN,ADMIN_LEVEL,LEVEL_STANDARD,LEVEL_ORDER,location_name,PARENT_GEO_CODE,PARENT_LOCATION_NAME,CHILD_COUNT,HAS_CHILDREN,ADMIN_PATH,CENSUS_DATA_AVAILABLE,CENSUS_TABLE_COUNT,CENSUS_COVERAGE_PCT,SDG_DATA_AVAILABLE,SDG_INDICATOR_COUNT,NAME_MATCH_STATUS,CENSUS_LOCATION_NAME,DIVISION_CODE,DIVISION_NAME,DISTRICT_CODE,DISTRICT_NAME,CITY_CODE,CITY_NAME,UPAZILA_CODE,UPAZILA_NAME,MUNICIPALITY_CODE,MUNICIPALITY_NAME,UNION_CODE,UNION_NAME,MAUZA_CODE,CENTROID_LAT,CENTROID_LON,MAUZA_NAME,VILLAGE_CODE,VILLAGE_NAME,RMO_CODE,location_id,source_row_number,level,district,city_corporation,upazila_thana,paurashava,union_ward,mauza,village_mahalla,household_except_floating_household_total_c_01,general_c_01,institutional_c_01,others_c_01,population_including_floating_population_total_c_01,male_c_01,female_c_01,hijra_c_01,sex_ratio_c_01,total_c_02,age_group_in_years_0_4_c_02,5_9_c_02,10_14_c_02,15_19_c_02,20_24_c_02,25_29_c_02,30_34_c_02,35_39_c_02,40_44_c_02,45_49_c_02,50_54_c_02,55_59_c_02,60_64_c_02,65_69_c_02,70_74_c_02,75_79_c_02,80_c_02,total_c_03,muslim_c_03,hindu_c_03,christian_c_03,buddhist_c_03,others_c_03,male_population_number_c_04,total_c_04,never_married_c_04,currently_married_c_04,widowed_widower_c_04,divorced_c_04,separated_c_04,female_population_number_c_04,total_1_c_04,never_married_1_c_04,currently_married_1_c_04,widowed_widower_1_c_04,divorced_1_c_04,separated_1_c_04,5_years_and_above_total_c_05,male_c_05,female_c_05,7_years_and_above_total_c_05,male_1_c_05,female_1_c_05,15_years_and_above_total_c_05,male_2_c_05,female_2_c_05,population_number_c_06,field_of_education_total_c_06,general_c_06,technical_c_06,religious_c_06,others_c_06,highest_level_of_education_attained_total_c_06,attended_school_but_not_completed_play_nursery_kg_pre_primary_class_i_c_06,play_nursery_kg_pre_primary_student_c_06,student_class_i_c_06,class_i_v_c_06,class_vi_ix_c_06,ssc_dakhil_o_level_equivalent_c_06,hsc_alim_a_level_equivalent_c_06,diploma_nursing_midwifery_c_06,graduate_and_above_c_06,non_formal_informal_education_and_others_c_06,total_male_c_07,female_c_07,5_9_years_male_c_07,female_1_c_07,10_14_years_male_c_07,female_2_c_07,15_19_years_male_c_07,female_3_c_07,20_24_years_male_c_07,female_4_c_07,25_29_years_male_c_07,female_5_c_07,population_total_c_08,male_c_08,female_c_08,employed_total_c_08,male_1_c_08,female_1_c_08,household_work_total_c_08,male_2_c_08,female_2_c_08,looking_for_work_total_c_08,male_3_c_08,female_3_c_08,do_not_work_total_c_08,male_4_c_08,female_4_c_08,total_c_09,male_c_09,female_c_09,agriculture_total_c_09,male_1_c_09,female_1_c_09,industry_total_c_09,male_2_c_09,female_2_c_09,service_total_c_09,male_3_c_09,female_3_c_09,total_c_10,15_19_years_c_10,20_24_years_c_10,male_total_c_10,15_19_years_1_c_10,20_24_years_1_c_10,female_total_c_10,15_19_years_2_c_10,20_24_years_2_c_10,population_having_mobile_phone_for_own_use_5_years_and_above_total_c_11_,male_c_11_,female_c_11_,15_years_and_above_total_c_11_,male_1_c_11_,female_1_c_11_,internet_user_5_years_and_above_total_c_11_,male_2_c_11_,female_2_c_11_,15_years_and_above_total_1_c_11_,male_3_c_11_,female_3_c_11_,having_account_in_financial_institution_bank_insurance_micro_credit_post_office_etc_total_c_12,male_c_12,female_c_12,having_mobile_banking_account_total_c_12,male_1_c_12,female_1_c_12,ethnic_population_total_c_13,male_c_13,female_c_13,ethnic_population_in_major_groups_garo_c_13,chakma_c_13,marma_c_13,others_c_13,general_household_c_14,type_of_structure_total_c_14,pucca_c_14,semi_pucca_c_14,kancha_c_14,jhupri_c_14,ownership_status_total_c_14,own_dwelling_unit_c_14,rented_but_having_own_dwelling_unit_elsewhere_c_14,rented_and_having_no_own_dwelling_unit_elsewhere_c_14,rent_free_but_having_own_dwelling_unit_elsewhere_c_14,rent_free_and_having_no_own_dwelling_unit_elsewhere_c_14,general_household_c_15,source_of_drinking_water_total_c_15,tap_pipe_supply_c_15,tube_well_deep_shallow_c_15,bottled_jar_water_c_15,well_c_15,pond_river_canal_lake_c_15,spring_c_15,rain_water_c_15,others_c_15,general_household_c_16,toilet_facilities_total_c_16,safe_disposal_with_flushing_pouring_water_c_16,unsafe_disposal_with_flushing_pouring_water_c_16,pit_latrine_with_slab_ventilated_improved_latrine_composting_latrine_c_16,pit_latrine_without_slab_open_pit_c_16,raw_open_hanging_latrine_permanent_temporary_c_16,open_defecation_no_latrine_available_c_16,general_household_c_17,source_of_cooking_fuel_total_c_17,straw_leaf_bran_husk_c_17,wood_chalk_chopped_wood_c_17,wood_coal_charcoal_dried_dung_c_17,kerosene_paraffin_c_17,petrol_diesel_c_17,electricity_c_17,supply_gas_c_17,lp_gas_c_17,biogas_c_17,others_c_17,electricity_coverage_c_17,general_household_c_18,household_comprising_1_person_c_18,2_person_c_18,3_person_c_18,4_person_c_18,5_person_c_18,6_person_c_18,7_person_c_18,8_person_c_18,9_person_c_18,10_person_c_18,10_person_1_c_18,average_household_size_c_18,code_15,code_18,LOCATION_NAME_CLEAN,LOCATION_KEY,sdg_4_2_2_learning_total,sdg_4_2_2_learning_male,sdg_4_2_2_learning_female,sdg_5_b_1_mobile_total,sdg_5_b_1_mobile_male,sdg_5_b_1_mobile_female,sdg_6_2_1a_basic_sanitation,sdg_6_2_1b_handwashing,sdg_7_1_1_electricity,sdg_7_1_2_clean_fuel,sdg_8_6_1_neet_total,sdg_8_6_1_neet_male,sdg_8_6_1_neet_female,sdg_8_10_2_financial_inclusion_total,sdg_8_10_2_financial_inclusion_male,sdg_8_10_2_financial_inclusion_female,sdg_11_1_1_urban_slum_total,sdg_11_1_1_urban_slum_male,sdg_11_1_1_urban_slum_female,sdg_17_8_1_internet_total,sdg_17_8_1_internet_male,sdg_17_8_1_internet_female,IS_LEAF
DH22_2471,30260038007114261281,30260038007114261281,village,village,7,Goalkhali,3026003800711426,Kakalia,0,0,3026/30260038/3026003800711/3026003800711426/30260038007114261281,1,17,94.44,0,0,MATCH,Goalkhali,30,Dhaka,26,Dhaka,00, ,38,Keraniganj,00, ,711,Shakta,426,23.68964918221062,90.32210085486768,Kakalia,128,Goalkhali,1,30260038007114261281,,,,,,,,,,173.0,173.0,0.0,0.0,583.0,280.0,303.0,0.0,92.41,583.0,35.0,42.0,53.0,69.0,55.0,38.0,40.0,54.0,37.0,28.0,37.0,30.0,28.0,12.0,11.0,9.0,5.0,583.0,528.0,55.0,0.0,0.0,0.0,243.0,100.0,37.04,60.91,1.65,0.0,0.41,263.0,100.0,22.81,65.4,9.89,0.76,1.14,60.22,61.51,59.01,60.61,62.11,59.19,55.63,56.88,54.47,548.0,353.0,342.0,1.0,4.0,6.0,353.0,2.0,9.0,9.0,66.0,142.0,79.0,28.0,1.0,10.0,7.0,62.0,71.0,19.0,17.0,22.0,27.0,16.0,22.0,4.0,5.0,1.0,0.0,548.0,265.0,283.0,182.0,163.0,19.0,176.0,3.0,173.0,0.0,0.0,0.0,190.0,99.0,91.0,182.0,163.0,19.0,46.0,27.0,19.0,52.0,52.0,0.0,84.0,84.0,0.0,36.29,33.33,40.0,16.07,17.86,14.29,52.94,43.9,66.67,65.51,74.72,56.89,78.15,89.45,67.66,35.77,43.02,28.98,42.16,51.38,33.62,14.79,22.02,8.09,26.27,38.07,15.32,,,,,,,,173.0,100.0,43.93,2.31,53.76,0.0,100.0,87.86,10.4,1.16,0.0,0.58,173.0,100.0,6.36,93.64,0.0,0.0,0.0,0.0,0.0,0.0,173.0,100.0,39.88,17.92,42.2,0.0,0.0,0.0,173.0,100.0,1.16,22.54,43.93,0.0,0.0,0.0,0.0,32.37,0.0,0.0,100.0,173.0,4.0,38.0,55.0,51.0,19.0,4.0,1.0,1.0,0.0,0.0,0.0,3.37,,,Goalkhali,30260038007114261281,,,,,,,,,,,,,,,,,,,,,,,1
DH22_2472,30260038007114262081,30260038007114262081,village,village,7,Kakalia,3026003800711426,Kakalia,0,0,3026/30260038/3026003800711/3026003800711426/30260038007114262081,1,17,94.44,0,0,MATCH,Kakalia,30,Dhaka,26,Dhaka,00, ,38,Keraniganj,00, ,711,Shakta,426,23.693973634152076,90.32473361263978,Kakalia,208,Kakalia,1,30260038007114262081,,,,,,,,,,70.0,70.0,0.0,0.0,276.0,134.0,142.0,0.0,94.37,276.0,26.0,25.0,19.0,25.0,28.0,38.0,20.0,21.0,13.0,10.0,11.0,12.0,11.0,7.0,8.0,1.0,1.0,276.0,172.0,104.0,0.0,0.0,0.0,109.0,100.0,31.19,67.89,0.92,0.0,0.0,116.0,100.0,22.41,68.1,8.62,0.0,0.86,77.6,78.86,76.38,79.75,81.03,78.51,77.18,79.21,75.24,250.0,241.0,232.0,1.0,0.0,8.0,241.0,11.0,6.0,1.0,64.0,88.0,49.0,15.0,0.0,2.0,5.0,27.0,29.0,11.0,7.0,8.0,11.0,3.0,11.0,4.0,0.0,1.0,0.0,250.0,123.0,127.0,89.0,79.0,10.0,82.0,1.0,81.0,4.0,4.0,0.0,75.0,39.0,36.0,89.0,79.0,10.0,11.0,4.0,7.0,56.0,54.0,2.0,22.0,21.0,1.0,45.28,32.0,57.14,15.0,16.67,14.29,63.64,36.84,100.0,70.4,78.05,62.99,84.47,94.06,75.24,47.2,48.78,45.67,57.28,59.41,55.24,37.38,58.42,17.14,40.78,56.44,25.71,,,,,,,,70.0,100.0,51.43,12.86,34.29,1.43,100.0,78.57,17.14,2.86,1.43,0.0,70.0,100.0,35.71,64.29,0.0,0.0,0.0,0.0,0.0,0.0,70.0,100.0,90.0,1.43,8.57,0.0,0.0,0.0,70.0,100.0,1.43,10.0,1.43,0.0,0.0,0.0,18.57,68.57,0.0,0.0,100.0,70.0,0.0,9.0,16.0,27.0,12.0,5.0,0.0,0.0,0.0,0.0,1.0,3.94,,,Kakalia,30260038007114262081,,,,,,,,,,,,,,,,,,,,,,,1
DH22_0757,3026003800711502,3026003800711502,mauza,mauza,6,Madhyerchar,3026003800711,Shakta,4,1,3026/30260038/3026003800711/3026003800711502,1,17,94.44,0,0,CODE_MATCH_NAME_VARIANT,Madhyerchar*,30,Dhaka,26,Dhaka,00, ,38,Keraniganj,00, ,711,Shakta,502,23.728859681471953,90.34981259020113,Madhyerchar,,,,3567,3573.0,mauza,26.0,,38.0,,711.0,502.0,,2815.0,2787.0,2.0,26.0,11318.0,5770.0,5548.0,0.0,104.0,11318.0,1100.0,1033.0,1018.0,1034.0,1129.0,1186.0,1004.0,936.0,672.0,507.0,529.0,280.0,358.0,195.0,194.0,58.0,85.0,11318.0,10987.0,313.0,15.0,3.0,0.0,4663.0,100.0,33.56,65.02,1.05,0.19,0.17,4522.0,100.0,20.72,70.01,8.29,0.64,0.33,80.95,82.82,79.02,82.0,83.76,80.19,79.39,81.79,76.93,10218.0,8510.0,7727.0,40.0,644.0,99.0,8510.0,103.0,286.0,160.0,2655.0,2400.0,996.0,961.0,37.0,762.0,150.0,1307.0,1281.0,410.0,390.0,429.0,449.0,300.0,294.0,130.0,113.0,38.0,35.0,10218.0,5180.0,5038.0,3949.0,3289.0,660.0,2267.0,11.0,2256.0,69.0,58.0,11.0,3933.0,1822.0,2111.0,3949.0,3289.0,660.0,547.0,127.0,420.0,581.0,560.0,21.0,2821.0,2602.0,219.0,37.54,27.56,46.68,12.09,11.51,12.68,57.51,41.37,71.19,63.46,69.83,56.91,78.43,86.13,70.49,45.43,51.29,39.4,54.94,62.29,47.36,23.89,30.93,16.63,32.03,43.98,19.72,,,,,,,,2787.0,100.0,74.06,14.03,11.91,0.0,100.0,50.27,38.43,10.33,0.39,0.57,2787.0,100.0,9.83,89.95,0.18,0.0,0.04,0.0,0.0,0.0,2787.0,100.0,76.5,16.04,7.36,0.11,0.0,0.0,2787.0,100.0,1.22,15.14,1.08,0.0,0.0,0.04,18.3,63.08,1.08,0.07,100.0,2787.0,89.0,392.0,676.0,737.0,500.0,201.0,88.0,37.0,26.0,12.0,29.0,4.01,,,Madhyerchar,3026003800711502,,,,,,,,,,,,,,,,,,,,,,,0
DH22_2473,30260038007115020281,30260038007115020281,village,village,7,Balurchar,3026003800711502,Madhyerchar,0,0,3026/30260038/3026003800711/3026003800711502/30260038007115020281,1,17,94.44,0,0,MATCH,Balurchar,30,Dhaka,26,Dhaka,00, ,38,Keraniganj,00, ,711,Shakta,502,23.726294686770352,90.35286608640675,Madhyerchar,028,Balurchar,1,30260038007115020281,,,,,,,,,,291.0,289.0,0.0,2.0,1300.0,671.0,629.0,0.0,106.68,1300.0,123.0,136.0,134.0,121.0,128.0,131.0,120.0,94.0,63.0,55.0,57.0,28.0,41.0,26.0,18.0,12.0,13.0,1300.0,1297.0,3.0,0.0,0.0,0.0,550.0,100.0,39.09,59.82,0.91,0.18,0.0,491.0,100.0,22.0,69.25,8.55,0.2,0.0,80.03,82.15,77.8,81.45,82.99,79.74,78.06,80.37,75.41,1177.0,970.0,757.0,5.0,208.0,0.0,970.0,24.0,40.0,12.0,373.0,284.0,110.0,81.0,1.0,45.0,0.0,165.0,149.0,48.0,54.0,57.0,63.0,39.0,24.0,17.0,7.0,4.0,1.0,1177.0,605.0,572.0,393.0,370.0,23.0,349.0,2.0,347.0,16.0,16.0,0.0,419.0,217.0,202.0,393.0,370.0,23.0,29.0,11.0,18.0,34.0,34.0,0.0,330.0,325.0,5.0,42.17,33.88,50.0,13.95,9.68,17.91,72.5,59.32,85.25,58.54,68.93,47.55,75.41,85.33,64.07,40.27,48.43,31.64,52.26,60.54,42.79,8.93,13.43,3.78,22.49,32.85,10.64,,,,,,,,289.0,100.0,71.97,10.73,17.3,0.0,100.0,79.24,18.69,1.73,0.35,0.0,289.0,100.0,0.0,98.96,1.04,0.0,0.0,0.0,0.0,0.0,289.0,100.0,69.9,29.76,0.35,0.0,0.0,0.0,289.0,100.0,1.04,54.33,1.04,0.0,0.0,0.0,0.0,43.6,0.0,0.0,100.0,289.0,5.0,24.0,53.0,78.0,75.0,24.0,12.0,7.0,5.0,4.0,2.0,4.48,,,Balurchar,30260038007115020281,,,,,,,,,,,,,,,,,,,,,,,1
DH22_2474,30260038007115021881,30260038007115021881,village,village,7,Jhauchar,3026003800711502,Madhyerchar,0,0,3026/30260038/3026003800711/3026003800711502/30260038007115021881,1,17,94.44,0,0,MATCH,Jhauchar,30,Dhaka,26,Dhaka,00, ,38,Keraniganj,00, ,711,Shakta,502,23.736121190050174,90.34762469324313,Madhyerchar,188,Jhauchar,1,30260038007115021881,,,,,,,,,,214.0,211.0,0.0,3.0,918.0,464.0,454.0,0.0,102.2,918.0,106.0,88.0,75.0,78.0,88.0,101.0,87.0,73.0,52.0,37.0,37.0,17.0,41.0,16.0,13.0,4.0,5.0,918.0,904.0,14.0,0.0,0.0,0.0,360.0,100.0,32.78,66.39,0.28,0.28,0.28,364.0,100.0,20.88,70.05,7.97,0.55,0.55,83.62,88.03,79.32,84.28,88.05,80.56,81.66,86.34,77.06,812.0,687.0,680.0,5.0,2.0,0.0,687.0,4.0,31.0,16.0,177.0,204.0,66.0,86.0,8.0,94.0,1.0,104.0,117.0,32.0,40.0,36.0,33.0,21.0,25.0,10.0,14.0,5.0,5.0,812.0,401.0,411.0,279.0,249.0,30.0,248.0,1.0,247.0,9.0,8.0,1.0,276.0,143.0,133.0,279.0,249.0,30.0,26.0,13.0,13.0,3.0,3.0,0.0,250.0,233.0,17.0,39.76,25.64,52.27,15.38,12.12,18.75,55.45,35.56,71.43,67.61,74.31,61.07,83.36,91.93,74.92,39.53,47.63,31.63,49.46,59.32,39.76,24.65,33.54,15.9,32.82,47.52,18.35,,,,,,,,211.0,100.0,81.99,9.0,9.0,0.0,100.0,59.72,35.55,4.27,0.47,0.0,211.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,211.0,100.0,0.0,12.32,0.0,0.0,0.0,0.0,0.0,82.46,5.21,0.0,100.0,211.0,3.0,24.0,47.0,56.0,40.0,22.0,12.0,3.0,1.0,0.0,3.0,4.32,,,Jhauchar,30260038007115021881,,,,,,,,,,,,,,,,,,,,,,,1
DH22_2475,30260038007115022481,30260038007115022481,village,village,7,Madhyerchar,3026003800711502,Madhyerchar,0,0,3026/30260038/3026003800711/3026003800711502/30260038007115022481,1,17,94.44,0,0,MATCH,Madhyerchar,30,Dhaka,26,Dhaka,00, ,38,Keraniganj,00, ,711,Shakta,502,23.733339267687754,90.34655288932333,Madhyerchar,248,Madhyerchar,1,30260038007115022481,,,,,,,,,,1114.0,1096.0,2.0,16.0,4391.0,2252.0,2139.0,0.0,105.28,4391.0,449.0,349.0,373.0,410.0,477.0,509.0,386.0,375.0,253.0,197.0,196.0,111.0,121.0,70.0,73.0,18.0,24.0,4391.0,4110.0,268.0,10.0,3.0,0.0,1830.0,100.0,34.21,64.48,0.98,0.22,0.11,1763.0,100.0,19.68,70.62,8.85,0.74,0.11,82.29,84.76,79.71,83.63,86.02,81.15,81.55,84.71,78.26,3942.0,3451.0,3085.0,17.0,253.0,96.0,3451.0,46.0,85.0,53.0,979.0,885.0,396.0,524.0,17.0,348.0,118.0,535.0,467.0,154.0,123.0,160.0,168.0,149.0,108.0,55.0,48.0,17.0,20.0,3942.0,2015.0,1927.0,1584.0,1299.0,285.0,810.0,1.0,809.0,32.0,23.0,9.0,1516.0,692.0,824.0,1584.0,1299.0,285.0,213.0,46.0,167.0,269.0,260.0,9.0,1102.0,993.0,109.0,36.53,24.88,46.54,11.25,8.78,13.73,58.16,40.98,71.06,68.92,74.59,63.0,83.17,90.32,75.73,54.64,59.4,49.66,62.64,69.18,55.83,28.66,36.48,20.53,37.05,50.12,23.45,,,,,,,,1096.0,100.0,83.76,9.49,6.75,0.0,100.0,46.81,41.42,10.49,0.55,0.73,1096.0,100.0,22.45,77.46,0.0,0.0,0.09,0.0,0.0,0.0,1096.0,100.0,84.49,5.75,9.58,0.18,0.0,0.0,1096.0,100.0,1.28,9.03,0.73,0.0,0.0,0.0,0.0,88.78,0.09,0.09,100.0,1096.0,31.0,162.0,298.0,281.0,185.0,82.0,19.0,12.0,12.0,6.0,8.0,3.91,,,Madhyerchar,30260038007115022481,,,,,,,,,,,,,,,,,,,,,,,1
DH22_2476,30260038007115022681,30260038007115022681,village,village,7,Nababchar (Arshinagar),3026003800711502,Madhyerchar,0,0,3026/30260038/3026003800711/3026003800711502/30260038007115022681,1,17,94.44,0,0,MATCH,Nababchar (Arshinagar),30,Dhaka,26,Dhaka,00, ,38,Keraniganj,00, ,711,Shakta,502,23.72382310962996,90.35146024605028,Madhyerchar,268,Nababchar (Arshinagar),1,30260038007115022681,,,,,,,,,,1196.0,1191.0,0.0,5.0,4709.0,2383.0,2326.0,0.0,102.45,4709.0,422.0,460.0,436.0,425.0,436.0,445.0,411.0,394.0,304.0,218.0,239.0,124.0,155.0,83.0,90.0,24.0,43.0,4709.0,4676.0,28.0,5.0,0.0,0.0,1923.0,100.0,31.51,66.77,1.3,0.16,0.26,1904.0,100.0,21.32,69.64,7.77,0.68,0.58,79.45,80.22,78.67,80.21,81.06,79.35,77.26,78.49,76.03,4287.0,3402.0,3205.0,13.0,181.0,3.0,3402.0,29.0,130.0,79.0,1126.0,1027.0,424.0,270.0,11.0,275.0,31.0,503.0,548.0,176.0,173.0,176.0,185.0,91.0,137.0,48.0,44.0,12.0,9.0,4287.0,2159.0,2128.0,1693.0,1371.0,322.0,860.0,7.0,853.0,12.0,11.0,1.0,1722.0,770.0,952.0,1693.0,1371.0,322.0,279.0,57.0,222.0,275.0,263.0,12.0,1139.0,1051.0,88.0,36.82,28.71,44.72,11.78,15.17,8.24,53.8,38.46,68.05,58.99,64.8,53.1,73.78,81.2,66.35,39.49,45.21,33.69,49.4,56.69,42.09,23.21,30.05,16.35,29.67,40.54,18.77,,,,,,,,1191.0,100.0,64.23,19.9,15.87,0.0,100.0,44.75,40.97,13.35,0.25,0.67,1191.0,100.0,2.35,97.48,0.17,0.0,0.0,0.0,0.0,0.0,1191.0,100.0,66.58,25.02,8.31,0.08,0.0,0.0,1191.0,100.0,1.43,11.75,1.6,0.0,0.0,0.08,42.82,40.72,1.51,0.08,100.0,1191.0,50.0,182.0,278.0,322.0,200.0,73.0,45.0,15.0,8.0,2.0,16.0,3.94,,,Nababchar (Arshinagar),30260038007115022681,,,,,,,,,,,,,,,,,,,,,,,1
DH22_0758,3026003800711504,3026003800711504,mauza,mauza,6,Malancha,3026003800711,Shakta,1,1,3026/30260038/3026003800711/3026003800711504,1,17,94.44,0,0,CODE_MATCH_NAME_VARIANT,Malancha*,30,Dhaka,26,Dhaka,00, ,38,Keraniganj,00, ,711,Shakta,504,23.706469512212575,90.35068916297345,Malancha,,,,3572,3578.0,mauza,26.0,,38.0,,711.0,504.0,,927.0,924.0,0.0,3.0,3865.0,2003.0,1861.0,1.0,107.63,3865.0,386.0,365.0,390.0,368.0,359.0,357.0,343.0,343.0,248.0,187.0,143.0,112.0,81.0,68.0,64.0,21.0,30.0,3865.0,3418.0,447.0,0.0,0.0,0.0,1601.0,100.0,35.54,63.4,0.75,0.19,0.12,1512.0,100.0,21.1,69.11,9.06,0.26,0.46,89.56,92.27,86.66,89.96,92.95,86.76,87.88,91.53,84.06,3478.0,3128.0,2874.0,7.0,174.0,73.0,3128.0,79.0,47.0,61.0,1167.0,1006.0,319.0,192.0,3.0,101.0,153.0,399.0,367.0,139.0,120.0,144.0,146.0,80.0,79.0,26.0,19.0,10.0,3.0,3478.0,1799.0,1679.0,1360.0,1199.0,161.0,896.0,6.0,890.0,9.0,8.0,1.0,1213.0,586.0,627.0,1360.0,1199.0,161.0,171.0,56.0,115.0,494.0,482.0,12.0,695.0,661.0,34.0,40.58,32.88,48.47,12.83,15.43,9.68,65.36,51.11,77.94,59.75,70.04,48.72,74.55,88.01,60.45,40.97,48.19,33.23,48.88,58.51,38.8,35.99,49.25,22.11,36.8,52.69,20.15,,,,,,,,924.0,100.0,59.63,27.81,12.55,0.0,100.0,79.44,16.34,4.11,0.11,0.0,924.0,100.0,13.53,86.36,0.11,0.0,0.0,0.0,0.0,0.0,924.0,100.0,50.76,35.28,13.64,0.32,0.0,0.0,924.0,100.0,0.22,15.91,0.11,0.0,0.0,0.11,3.79,79.76,0.0,0.11,99.89,924.0,9.0,94.0,197.0,286.0,205.0,76.0,34.0,10.0,9.0,1.0,3.0,4.17,,,Malancha,3026003800711504,,,,,,,,,,,,,,,,,,,,,,,0
DH22_2477,30260038007115042481,30260038007115042481,village,village,7,Malancha,3026003800711504,Malancha,0,0,3026/30260038/3026003800711/3026003800711504/30260038007115042481,1,1,5.56,0,0,MATCH,Malancha,30,Dhaka,26,Dhaka,00, ,38,Keraniganj,00, ,711,Shakta,504,23.706469512212575,90.35068916297345,Malancha,248,Malancha,1,30260038007115042481,,,,,,,,,,927.0,924.0,0.0,3.0,3865.0,2003.0,1861.0,1.0,107.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malancha,30260038007115042481,,,,,,,,,,,,,,,,,,,,,,,1
DH22_0759,3026003800711543,3026003800711543,mauza,mauza,6,Nagdha,3026003800711,Shakta,1,1,3026/30260038/3026003800711/3026003800711543,1,17,94.44,0,0,CODE_MATCH_NAME_VARIANT,Nagdha*,30,Dhaka,26,Dhaka,00, ,38,Keraniganj,00, ,711,Shakta,543,23.715267953129366,90.34575227987209,Nagdha,,,,3574,3580.0,mauza,26.0,,38.0,,711.0,543.0,,296.0,294.0,0.0,2.0,1109.0,550.0,559.0,0.0,98.39,1109.0,82.0,76.0,88.0,126.0,123.0,100.0,88.0,100.0,62.0,65.0,63.0,40.0,33.0,24.0,26.0,8.0,5.0,1109.0,875.0,233.0,0.0,1.0,0.0,472.0,100.0,34.96,63.14,1.91,0.0,0.0,479.0,100.0,22.76,65.55,11.06,0.21,0.42,85.69,86.52,84.85,86.33,87.4,85.26,84.7,86.34,83.06,1027.0,907.0,868.0,4.0,15.0,20.0,907.0,14.0,18.0,12.0,264.0,346.0,126.0,65.0,1.0,40.0,21.0,111.0,112.0,28.0,27.0,30.0,38.0,34.0,31.0,14.0,15.0,5.0,1.0,1027.0,512.0,515.0,404.0,350.0,54.0,265.0,1.0,264.0,3.0,3.0,0.0,355.0,158.0,197.0,404.0,350.0,54.0,53.0,11.0,42.0,73.0,71.0,2.0,278.0,268.0,10.0,40.16,38.1,42.28,12.84,16.36,9.26,61.43,54.93,68.12,70.89,78.91,62.91,81.92,90.51,73.32,60.95,67.97,53.98,68.48,77.31,59.63,20.63,31.48,9.74,25.14,40.97,9.28,,,,,,,,294.0,100.0,62.24,21.43,16.33,0.0,100.0,65.65,32.31,1.7,0.34,0.0,294.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,100.0,63.95,24.49,11.56,0.0,0.0,0.0,294.0,100.0,0.34,8.16,0.34,0.34,0.0,0.34,81.63,8.84,0.0,0.0,100.0,294.0,10.0,54.0,69.0,92.0,37.0,15.0,7.0,8.0,1.0,0.0,1.0,3.75,,,Nagdha,3026003800711543,,,,,,,,,,,,,,,,,,,,,,,0
DH22_2478,30260038007115432681,30260038007115432681,village,village,7,Nagdha,3026003800711543,Nagdha,0,0,3026/30260038/3026003800711/3026003800711543/30260038007115432681,1,1,5.56,0,0,MATCH,Nagdha,30,Dhaka,26,Dhaka,00, ,38,Keraniganj,00, ,711,Shakta,543,23.715267953129366,90.34575227987209,Nagdha,268,Nagdha,1,30260038007115432681,,,,,,,,,,296.0,294.0,0.0,2.0,1109.0,550.0,559.0,0.0,98.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagdha,30260038007115432681,,,,,,,,,,,,,,,,,,,,,,,1
